Student_Names,Course_Recommendation,CourseCode,ListofCourses,RatingOfCourses
Faizur Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Ambarish Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Nischay Maurrya,Better luck next time,,,
Rambeer Pandit,Better luck next time,,,
Kirubakaran Sonkar,"05_CSECS, 32_BC, 36_BSP",,,
Rakhee Devi,Better luck next time,,,
Maqsud Pandey,Better luck next time,,,
Bachchan Devi,Better luck next time,,,
Sange Sonkar,Better luck next time,,,
Punit Kumar Yadav,"04_CSR, 24_PROD, 13_CE",,,
Havisha Maurya,"07_CSBS, 19_MECH, 27_DTE",,,
Sony Maurya,Better luck next time,,,
Shamji Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Hafijur Rai,"01_CSE, 08_ESE, 22_EEE",,,
Niranjan Rai,"09_ECE, 23_AEE, 26_AGRE",,,
রাজু Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Charanpal Maurya,Better luck next time,,,
Bahadur Singh Singh,"04_CSR, 24_PROD, 13_CE",,,
Raina Pratap,Better luck next time,,,
Shriniwas Maurrya,Better luck next time,,,
Sidhant Rao,Better luck next time,,,
Rajesh Kr Seth,"04_CSR, 24_PROD, 13_CE",,,
Jagendra Divedi,Better luck next time,,,
Yash Pal Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Samrat Kumari,Better luck next time,,,
Dilip Singh Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Rojit Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Bhavish Gupta,Better luck next time,,,
Samiulla Rai,"07_CSBS, 19_MECH, 27_DTE",,,
Torun Rao,Better luck next time,,,
Aarush Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Rijwan Seth,Better luck next time,,,
Nasru Seth,Better luck next time,,,
Kaji Rajput,Better luck next time,,,
हरी Yadav,Better luck next time,,,
Shasi Gupta,Better luck next time,,,
Chabi Rajput,Better luck next time,,,
Parween Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Farin Rai,Better luck next time,,,
Kesang Rai,"28_METE, 29_TEXE, 31_POLE",,,
Choton Srivastav,Better luck next time,,,
Raje Singh,"02_CSAI, 32_BC, 35_BSC",,,
Karmvir Vishwakarma,Better luck next time,,,
Saiteja Maurrya,Better luck next time,,,
Arihant Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Lakshman Srivastav,"02_CSAI, 32_BC, 35_BSC",,,
रेखा Rai,Better luck next time,,,
Rajnarayan Kumar,Better luck next time,,,
Solanki Srivastav,Better luck next time,,,
Mangalya Srivastav,Better luck next time,,,
Nareshbhai Seth,Better luck next time,,,
Poorna Rao,"02_CSAI, 32_BC, 35_BSC",,,
Bijoy Rai,"04_CSR, 24_PROD, 13_CE",,,
Samudra Singh,"09_ECE, 23_AEE, 26_AGRE",,,
Beena Sonkar,"04_CSR, 24_PROD, 13_CE",,,
Asraf Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Alfaz Rao,"28_METE, 29_TEXE, 31_POLE",,,
Deepsikha Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Taufiq Srivastav,"05_CSECS, 32_BC, 36_BSP",,,
Somiya Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Ripan Rajput,"04_CSR, 24_PROD, 13_CE",,,
Mahipat Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
Umar Vishwakarma,Better luck next time,,,
Suhail Sonkar,"04_CSR, 24_PROD, 13_CE",,,
Basavanna Tiwari,"07_CSBS, 19_MECH, 27_DTE",,,
Pitambar Rai,"02_CSAI, 32_BC, 35_BSC",,,
Tabassum Thakur,Better luck next time,,,
Ayushman Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Yugal Tiwari,Better luck next time,,,
गौतम Vishwakarma,"15_CHE, 16_BIOE, 25_FPT",,,
Jafir Srivastav,"15_CHE, 16_BIOE, 25_FPT",,,
Fantush Seth,Better luck next time,,,
Charu Rai,"28_METE, 29_TEXE, 31_POLE",,,
Nisar Tiwari,Better luck next time,,,
Babalu Singh,Better luck next time,,,
Pema Rao,"28_METE, 29_TEXE, 31_POLE",,,
Pradesh Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Fayyaz Thakur,"04_CSR, 24_PROD, 13_CE",,,
Pardhan Pandit,"09_ECE, 23_AEE, 26_AGRE",,,
Neerj Rai,"02_CSAI, 32_BC, 35_BSC",,,
Kunja Divedi,"09_ECE, 23_AEE, 26_AGRE",,,
Marees Mishra,"05_CSECS, 32_BC, 36_BSP",,,
Ajmeri Divedi,"09_ECE, 23_AEE, 26_AGRE",,,
Sailu Pandit,Better luck next time,,,
Ravinder Seth,"28_METE, 29_TEXE, 31_POLE",,,
Kuvar Sonkar,Better luck next time,,,
Munaa Rai,Better luck next time,,,
Suryakant Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Ramparkash Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Bikesh Yadav,Better luck next time,,,
Saibaba Pandit,Better luck next time,,,
Bablukumar Tiwari,Better luck next time,,,
Manoj Seth,Better luck next time,,,
Seju Maurrya,Better luck next time,,,
Rajeev Singh Seth,"09_ECE, 23_AEE, 26_AGRE",,,
देवीलाल Mishra,Better luck next time,,,
गुलाब Devi,"28_METE, 29_TEXE, 31_POLE",,,
Chenaram Rai,Better luck next time,,,
Aben Rai,Better luck next time,,,
Jabir Pandit,"04_CSR, 24_PROD, 13_CE",,,
Debraj Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
Kavy Rajput,Better luck next time,,,
Gondaliya Mishra,Better luck next time,,,
Manmohan Gupta,"09_ECE, 23_AEE, 26_AGRE",,,
Yuva Rai,Better luck next time,,,
Sumukhi Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Rizwaan Srivastav,Better luck next time,,,
Salvi Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Rasna Singh,"28_METE, 29_TEXE, 31_POLE",,,
Narsingh Kumar,"07_CSBS, 19_MECH, 27_DTE",,,
Tejash Singh,"28_METE, 29_TEXE, 31_POLE",,,
Bulbul Seth,"28_METE, 29_TEXE, 31_POLE",,,
Sachin Kumar Singh,"15_CHE, 16_BIOE, 25_FPT",,,
Chaaya Yadav,"15_CHE, 16_BIOE, 25_FPT",,,
Kalappa Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Sunny Raj Yadav,Better luck next time,,,
Saurabh Singh Tiwari,Better luck next time,,,
Zakir Hussain Rajput,Better luck next time,,,
Loving Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Nihar Ranjan Kumar,Better luck next time,,,
Aaqib Pandey,"28_METE, 29_TEXE, 31_POLE",,,
மணி Rao,"04_CSR, 24_PROD, 13_CE",,,
Rajbhadur Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Nidhu Singh,"04_CSR, 24_PROD, 13_CE",,,
Valmiki Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Kant Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Gouse Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Sukhdev Singh Seth,Better luck next time,,,
Tejan Pandey,Better luck next time,,,
Taksh Seth,"04_CSR, 24_PROD, 13_CE",,,
Lalsingh Maurya,Better luck next time,,,
Ismile Rajput,"04_CSR, 24_PROD, 13_CE",,,
Dharti Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Madhan Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Dhyey Pandey,Better luck next time,,,
Deepmala Pandit,Better luck next time,,,
Pandav Seth,Better luck next time,,,
Rajnath Pratap,Better luck next time,,,
Rutuja Srivastav,Better luck next time,,,
Raghuvir Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Chandrachur Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Afshana Rao,"28_METE, 29_TEXE, 31_POLE",,,
Stoner Tiwari,Better luck next time,,,
Rammohan Thakur,"07_CSBS, 19_MECH, 27_DTE",,,
Diviya Sonkar,"04_CSR, 24_PROD, 13_CE",,,
Sarbani Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Tilakram Mishra,Better luck next time,,,
Madri Srivastav,Better luck next time,,,
Anuska Srivastav,Better luck next time,,,
Sarun Rai,Better luck next time,,,
Ashwath Vishwakarma,"09_ECE, 23_AEE, 26_AGRE",,,
Raees Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Jitendra Yadav Vishwakarma,Better luck next time,,,
Aravinda Yadav,"05_CSECS, 32_BC, 36_BSP",,,
Joydeep Thakur,"07_CSBS, 19_MECH, 27_DTE",,,
Poonam Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Ragul Mishra,Better luck next time,,,
अवधेश Singh,Better luck next time,,,
Aasu Divedi,Better luck next time,,,
Pratishtha Divedi,Better luck next time,,,
Ashwani Kumar Seth,Better luck next time,,,
Hena Divedi,"01_CSE, 08_ESE, 22_EEE",,,
Gitarani Rai,"02_CSAI, 32_BC, 35_BSC",,,
Cʜocoɭʌtƴ Mishra,"04_CSR, 24_PROD, 13_CE",,,
Surekha Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Nimi Kumar,Better luck next time,,,
Sourabh Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Aun Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Gangaram Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Moushumi Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
Chitralekha Seth,Better luck next time,,,
Dhiraj Thakur,"04_CSR, 24_PROD, 13_CE",,,
Arij Seth,"05_CSECS, 32_BC, 36_BSP",,,
Haseeb Srivastav,Better luck next time,,,
Paranthaman Singh,"28_METE, 29_TEXE, 31_POLE",,,
Parsant Maurya,"05_CSECS, 32_BC, 36_BSP",,,
Krishna Murthy Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Charumati Thakur,Better luck next time,,,
Anant Seth,"28_METE, 29_TEXE, 31_POLE",,,
દિનેશ Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Kantu Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Ramanath Yadav,"05_CSECS, 32_BC, 36_BSP",,,
Bindaas Rai,"05_CSECS, 32_BC, 36_BSP",,,
Rajvir Vishwakarma,Better luck next time,,,
Rajbahadur Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Jamsed Rao,Better luck next time,,,
Dhanish Singh,Better luck next time,,,
Vidhur Rajput,Better luck next time,,,
Tanzeem Maurrya,Better luck next time,,,
Hirendra Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Manimala Seth,"05_CSECS, 32_BC, 36_BSP",,,
Mariappan Tiwari,"05_CSECS, 32_BC, 36_BSP",,,
रेखा Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Balagopal Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Zankhana Rai,Better luck next time,,,
Kapil Kumar Kumari,"04_CSR, 24_PROD, 13_CE",,,
Priyanga Rai,Better luck next time,,,
Mistry Srivastav,"07_CSBS, 19_MECH, 27_DTE",,,
Brijesh Rao,Better luck next time,,,
Saranya Kumar,Better luck next time,,,
Shreyansh Vishwakarma,Better luck next time,,,
Hasinur Kumari,Better luck next time,,,
Jothimani Devi,"04_CSR, 24_PROD, 13_CE",,,
Namratha Rajput,Better luck next time,,,
Nashir Seth,"05_CSECS, 32_BC, 36_BSP",,,
Shezad Singh,Better luck next time,,,
Virpal Seth,Better luck next time,,,
Gajendar Divedi,Better luck next time,,,
Vidyanand Seth,Better luck next time,,,
Abulkalam Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Pradesh Maurrya,Better luck next time,,,
Soubhagya Vishwakarma,Better luck next time,,,
Sukhadev Rai,"02_CSAI, 32_BC, 35_BSC",,,
Ajit Kumar Rao,"28_METE, 29_TEXE, 31_POLE",,,
Mukhtar Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Afaq Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Taruna Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
ಮಂಜು Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Shivpal Divedi,Better luck next time,,,
Nitishkumar Srivastav,"02_CSAI, 32_BC, 35_BSC",,,
प्रेम Srivastav,Better luck next time,,,
Syamu Tiwari,Better luck next time,,,
Sanmugam Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Hansini Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Sumer Singh,"04_CSR, 24_PROD, 13_CE",,,
Senthi Seth,"05_CSECS, 32_BC, 36_BSP",,,
Satyananda Pratap,Better luck next time,,,
Leeza Rai,"28_METE, 29_TEXE, 31_POLE",,,
Soljar Divedi,"04_CSR, 24_PROD, 13_CE",,,
Deepsingh Kumar,Better luck next time,,,
Venket Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Somen Maurya,"04_CSR, 24_PROD, 13_CE",,,
Pitabas Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
Bhupendra Singh Pandey,Better luck next time,,,
Krishnpal Thakur,Better luck next time,,,
Atma Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Jadu Singh,Better luck next time,,,
Murari Vishwakarma,Better luck next time,,,
Dharmendar Kumar Pandit,"02_CSAI, 32_BC, 35_BSC",,,
Adrija Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Muddassir Yadav,Better luck next time,,,
Prince Singh,"05_CSECS, 32_BC, 36_BSP",,,
Ramireddy Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Godu Singh,Better luck next time,,,
Vikul Yadav,Better luck next time,,,
Sukamal Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Veer Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Dheraj Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Birbal Devi,Better luck next time,,,
Nagendrababu Rajput,Better luck next time,,,
Anji Maurrya,"02_CSAI, 32_BC, 35_BSC",,,
Dayaal Thakur,"04_CSR, 24_PROD, 13_CE",,,
Loke Vishwakarma,"02_CSAI, 32_BC, 35_BSC",,,
Marak Mishra,"04_CSR, 24_PROD, 13_CE",,,
Qadri Thakur,"07_CSBS, 19_MECH, 27_DTE",,,
Jayan Mishra,"02_CSAI, 32_BC, 35_BSC",,,
Manasi Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Abhiraam Divedi,"05_CSECS, 32_BC, 36_BSP",,,
Jay Shankar Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Dev Raj Rai,Better luck next time,,,
Rajeesh Seth,"04_CSR, 24_PROD, 13_CE",,,
Krn Pandey,"02_CSAI, 32_BC, 35_BSC",,,
Md Mustak Devi,"05_CSECS, 32_BC, 36_BSP",,,
Sakim Kumari,Better luck next time,,,
Pon Rao,"04_CSR, 24_PROD, 13_CE",,,
Parmeshwar Rao,"28_METE, 29_TEXE, 31_POLE",,,
Naimish Devi,"07_CSBS, 19_MECH, 27_DTE",,,
Fantastic Sonkar,"07_CSBS, 19_MECH, 27_DTE",,,
Brihaspati Seth,Better luck next time,,,
Kunaal Rai,Better luck next time,,,
Biji Vishwakarma,Better luck next time,,,
Sreenath Kumari,Better luck next time,,,
Laljibhai Seth,"04_CSR, 24_PROD, 13_CE",,,
Abdul Samad Tiwari,Better luck next time,,,
Rajkishore Rai,"02_CSAI, 32_BC, 35_BSC",,,
Virupaksha Tiwari,Better luck next time,,,
Naimuddin Gupta,Better luck next time,,,
Piar Maurya,"09_ECE, 23_AEE, 26_AGRE",,,
Abdus Kumar,"02_CSAI, 32_BC, 35_BSC",,,
Kulbhushan Singh,Better luck next time,,,
Lingaraju Kumari,Better luck next time,,,
Surya Kant Mishra,Better luck next time,,,
Sreedevi Tiwari,Better luck next time,,,
Sameeksha Gupta,"04_CSR, 24_PROD, 13_CE",,,
Yogish Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Sontosh Gupta,Better luck next time,,,
Sri Ram Mishra,"02_CSAI, 32_BC, 35_BSC",,,
Amisha Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Shyama Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Pushpanjali Gupta,Better luck next time,,,
Balram Kumar Kumari,"02_CSAI, 32_BC, 35_BSC",,,
Bhopal Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Razzak Rajput,Better luck next time,,,
सदिप Rajput,Better luck next time,,,
Nathiya Kumari,Better luck next time,,,
Amaranaath Maurya,"04_CSR, 24_PROD, 13_CE",,,
Jayshree Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Aslam Pandit,"05_CSECS, 32_BC, 36_BSP",,,
Narayanarao Sonkar,Better luck next time,,,
Nethra Devi,"28_METE, 29_TEXE, 31_POLE",,,
Gudu Sonkar,Better luck next time,,,
Gyansingh Divedi,Better luck next time,,,
Khokan Tiwari,"02_CSAI, 32_BC, 35_BSC",,,
Soren Rai,Better luck next time,,,
Guriya Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Hmingi Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Rosidul Singh,"28_METE, 29_TEXE, 31_POLE",,,
Sharat Maurya,"04_CSR, 24_PROD, 13_CE",,,
Oye Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Sanjoy Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Kangresh Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Denzil Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Munis Tiwari,"07_CSBS, 19_MECH, 27_DTE",,,
Nasir Khan Seth,"04_CSR, 24_PROD, 13_CE",,,
Pakaj Sonkar,"05_CSECS, 32_BC, 36_BSP",,,
Santanu Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Dharmveer Yadav,"09_ECE, 23_AEE, 26_AGRE",,,
Prvin Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Shantosh Mishra,Better luck next time,,,
Sunirmal Sonkar,"07_CSBS, 19_MECH, 27_DTE",,,
Dhir Devi,"09_ECE, 23_AEE, 26_AGRE",,,
Aman Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Trushar Kumar,"04_CSR, 24_PROD, 13_CE",,,
Debaraj Kumari,Better luck next time,,,
G S Rai,"28_METE, 29_TEXE, 31_POLE",,,
Kiritbhai Kumar,Better luck next time,,,
Vipin Kumar Rajput,Better luck next time,,,
Kedar Srivastav,Better luck next time,,,
Karansinh Kumar,Better luck next time,,,
Tunu Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Md Nadeem Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Shivay Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Porishmita Gupta,"05_CSECS, 32_BC, 36_BSP",,,
Suchismita Mishra,Better luck next time,,,
Budhia Srivastav,Better luck next time,,,
Duryodhan Rajput,"15_CHE, 16_BIOE, 25_FPT",,,
Parvinder Rai,Better luck next time,,,
Tulshidas Thakur,Better luck next time,,,
Thamarai Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Biplop Rajput,Better luck next time,,,
Tejinder Kumar,"04_CSR, 24_PROD, 13_CE",,,
Janardhan Divedi,Better luck next time,,,
गनेश Tiwari,Better luck next time,,,
Netai Pandit,Better luck next time,,,
Nibir Tiwari,Better luck next time,,,
Buddhadeb Singh,Better luck next time,,,
Sradhanjali Divedi,Better luck next time,,,
Bhagyashree Mishra,Better luck next time,,,
Brajen Kumari,"09_ECE, 23_AEE, 26_AGRE",,,
Indro Maurya,"07_CSBS, 19_MECH, 27_DTE",,,
Promit Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Ekanath Srivastav,"02_CSAI, 32_BC, 35_BSC",,,
Sunayana Thakur,Better luck next time,,,
Munnalal Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Md Iqbal Rao,Better luck next time,,,
Sumangal Vishwakarma,"02_CSAI, 32_BC, 35_BSC",,,
Shabuddin Tiwari,Better luck next time,,,
Tejveer Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Thirumala Singh,"04_CSR, 24_PROD, 13_CE",,,
Chandrasen Vishwakarma,Better luck next time,,,
Ningaraju Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Jagadesh Rai,"28_METE, 29_TEXE, 31_POLE",,,
Parminder Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Rajendar Kumari,Better luck next time,,,
Jitendera Thakur,Better luck next time,,,
Malviya Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Budh Devi,Better luck next time,,,
विपिन Seth,"28_METE, 29_TEXE, 31_POLE",,,
B Raju Sonkar,Better luck next time,,,
Ganga Ram Divedi,Better luck next time,,,
Adyasha Rai,Better luck next time,,,
Rani Mishra,Better luck next time,,,
Arshan Rai,"05_CSECS, 32_BC, 36_BSP",,,
Narpatsingh Devi,"15_CHE, 16_BIOE, 25_FPT",,,
Sucheta Divedi,"05_CSECS, 32_BC, 36_BSP",,,
Abhisar Thakur,Better luck next time,,,
Renubala Seth,"28_METE, 29_TEXE, 31_POLE",,,
Raghuram Rai,"05_CSECS, 32_BC, 36_BSP",,,
Nagarajan Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Deepu Kumar Mishra,"02_CSAI, 32_BC, 35_BSC",,,
Mayil Kumar,"15_CHE, 16_BIOE, 25_FPT",,,
Chandrakant Thakur,"01_CSE, 08_ESE, 22_EEE",,,
Falaagam Seth,"28_METE, 29_TEXE, 31_POLE",,,
Bisma Singh,Better luck next time,,,
Manubhai Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Saleha Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Rajesh Singh Seth,Better luck next time,,,
Ram Niwas Mishra,Better luck next time,,,
Bariya Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Duati Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Sujitkumar Thakur,"05_CSECS, 32_BC, 36_BSP",,,
Trivendra Tiwari,Better luck next time,,,
Jairam Sonkar,"02_CSAI, 32_BC, 35_BSC",,,
Yogi Thakur,Better luck next time,,,
Nrisingh Mishra,Better luck next time,,,
Psy Rajput,"05_CSECS, 32_BC, 36_BSP",,,
Shivani Kumar,Better luck next time,,,
Rithish Kumar,Better luck next time,,,
Munesh Kumar Tiwari,"05_CSECS, 32_BC, 36_BSP",,,
Prashant Rao,Better luck next time,,,
Dharmandra Pratap,"28_METE, 29_TEXE, 31_POLE",,,
Shardha Seth,Better luck next time,,,
Koteswarao Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Manas Kumar Rai,"28_METE, 29_TEXE, 31_POLE",,,
Bharat Bhushan Tiwari,Better luck next time,,,
Sobiya Thakur,"09_ECE, 23_AEE, 26_AGRE",,,
Sadhik Rao,"28_METE, 29_TEXE, 31_POLE",,,
Jamaluddin Thakur,"02_CSAI, 32_BC, 35_BSC",,,
Urshita Kumar,Better luck next time,,,
Nusrath Divedi,Better luck next time,,,
Anshul Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Rg Srivastav,"15_CHE, 16_BIOE, 25_FPT",,,
Sonu Singh Rai,Better luck next time,,,
Sadhu Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Mahendrakumar Rao,"28_METE, 29_TEXE, 31_POLE",,,
Tusar Divedi,"02_CSAI, 32_BC, 35_BSC",,,
Kalpes Vishwakarma,Better luck next time,,,
Vilash Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Yogeshwar Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Mithu Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Tapas Kumar Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Skumar Yadav,"02_CSAI, 32_BC, 35_BSC",,,
Sasmita Devi,"02_CSAI, 32_BC, 35_BSC",,,
Sayanti Seth,"15_CHE, 16_BIOE, 25_FPT",,,
Intzar Kumar,"07_CSBS, 19_MECH, 27_DTE",,,
Dharmendar Yadav,"09_ECE, 23_AEE, 26_AGRE",,,
Pandian Rai,"02_CSAI, 32_BC, 35_BSC",,,
Akshaya Mishra,Better luck next time,,,
Helly Rao,"28_METE, 29_TEXE, 31_POLE",,,
Sheshank Rai,Better luck next time,,,
Izhar Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Santhosh Kumar Yadav,"05_CSECS, 32_BC, 36_BSP",,,
Sufia Pandit,"07_CSBS, 19_MECH, 27_DTE",,,
Pravina Mishra,"02_CSAI, 32_BC, 35_BSC",,,
Garud Thakur,Better luck next time,,,
Parimal Divedi,Better luck next time,,,
Kinkar Rai,Better luck next time,,,
Sukritika Maurya,"04_CSR, 24_PROD, 13_CE",,,
Diptanu Divedi,Better luck next time,,,
Hajari Singh,Better luck next time,,,
Sikander Singh,"28_METE, 29_TEXE, 31_POLE",,,
Right Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Krupesh Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
Aarzoo Rajput,"02_CSAI, 32_BC, 35_BSC",,,
Jamna Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Fulchan Tiwari,Better luck next time,,,
Sowji Singh,"28_METE, 29_TEXE, 31_POLE",,,
Kashiram Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Jeevraj Seth,"15_CHE, 16_BIOE, 25_FPT",,,
Dinesh Chandra Divedi,Better luck next time,,,
Saibaba Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Munna Lal Seth,"28_METE, 29_TEXE, 31_POLE",,,
Bhavana Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Jadumoni Rai,Better luck next time,,,
Ajung Rai,Better luck next time,,,
Ananthi Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Gr Kumari,"02_CSAI, 32_BC, 35_BSC",,,
Apparao Divedi,Better luck next time,,,
Dakshata Seth,Better luck next time,,,
Khushali Thakur,"07_CSBS, 19_MECH, 27_DTE",,,
Bhagyashri Pandey,Better luck next time,,,
Rathore Srivastav,Better luck next time,,,
Balindra Rai,"02_CSAI, 32_BC, 35_BSC",,,
Lingaraj Pratap,Better luck next time,,,
Kumarpal Pratap,"07_CSBS, 19_MECH, 27_DTE",,,
Saakshi Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Jayeshkumar Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Upama Maurya,Better luck next time,,,
Mandeep Singh Pandey,Better luck next time,,,
Chitranjan Maurya,"02_CSAI, 32_BC, 35_BSC",,,
Nazmeen Devi,"28_METE, 29_TEXE, 31_POLE",,,
Raj Patel Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Shivcharan Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Varad Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Azaruddin Kumari,"04_CSR, 24_PROD, 13_CE",,,
Shital Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Chandan Kumar Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Nilkanta Mishra,Better luck next time,,,
Munajir Singh,"07_CSBS, 19_MECH, 27_DTE",,,
सोनु Divedi,Better luck next time,,,
Lakshmi Maurya,Better luck next time,,,
Umash Maurya,Better luck next time,,,
Ramjee Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Md Nasim Rajput,Better luck next time,,,
Sonalal Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Korra Seth,Better luck next time,,,
Angesh Pandey,"07_CSBS, 19_MECH, 27_DTE",,,
Aamod Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Parashram Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Waseem Maurya,"07_CSBS, 19_MECH, 27_DTE",,,
Reetika Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Jayanto Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
