Student_Names,Study_Hours,Part_Time_Job,Math,Physics,Chemistry,Grade,Comment
Charanpal Maurya,9,Yes,41,38,27,D,Poor Pursuance
Bahadur Singh Singh,1,No,65,86,45,B,Average Performance
Raina Pratap,4,Yes,53,27,51,D,Poor Pursuance
Shriniwas Maurrya,7,Yes,41,89,81,B,Average Performance
Sidhant Rao,10,Yes,21,25,61,D,Poor Pursuance
Rajesh Kr Seth,2,No,49,62,96,B,Average Performance
Jagendra Divedi,6,Yes,33,14,67,D,Poor Pursuance
Yash Pal Vishwakarma,4,No,79,24,89,B,Average Performance
Samrat Kumari,5,Yes,47,24,39,D,Poor Pursuance
Dilip Singh Singh,2,Yes,98,51,42,B,Average Performance
Rojit Rajput,7,Yes,83,38,51,C,Below Average Achivement
Bhavish Gupta,8,No,15,68,46,D,Poor Pursuance
Samiulla Rai,10,Yes,54,45,89,B,Average Performance
Torun Rao,8,Yes,46,15,78,D,Poor Pursuance
Aarush Yadav,10,No,96,44,27,C,Below Average Achivement
Rijwan Seth,9,Yes,58,44,14,D,Poor Pursuance
Nasru Seth,3,Yes,12,25,79,D,Poor Pursuance
Kaji Rajput,2,Yes,32,83,36,D,Poor Pursuance
हरी Yadav,6,Yes,16,24,34,F,Failed
Shasi Gupta,5,No,100,60,50,B,Average Performance
Chabi Rajput,9,Yes,82,16,13,D,Poor Pursuance
Parween Tiwari,5,No,28,63,73,C,Below Average Achivement
Farin Rai,3,Yes,74,34,13,D,Poor Pursuance
Kesang Rai,6,Yes,71,41,64,C,Below Average Achivement
Choton Srivastav,9,Yes,52,15,75,D,Poor Pursuance
Raje Singh,8,No,89,76,52,B+,Good Pursuance
Karmvir Vishwakarma,2,No,49,81,80,B,Average Performance
Saiteja Maurrya,8,No,12,54,10,F,Failed
Arihant Rajput,8,No,77,44,36,C,Below Average Achivement
Lakshman Srivastav,6,Yes,58,78,85,B+,Good Pursuance
रेखा Rai,4,Yes,12,32,37,F,Failed
Rajnarayan Kumar,1,No,60,56,32,D,Poor Pursuance
Solanki Srivastav,3,No,26,97,14,D,Poor Pursuance
Mangalya Srivastav,8,Yes,19,92,18,D,Poor Pursuance
Nareshbhai Seth,4,No,45,48,37,D,Poor Pursuance
Poorna Rao,6,No,94,100,30,B+,Good Pursuance
Bijoy Rai,4,No,46,84,76,B,Average Performance
Samudra Singh,10,No,85,70,97,A,Very Good Achivement
Beena Sonkar,3,Yes,56,62,80,B,Average Performance
Asraf Sonkar,4,No,43,58,67,C,Below Average Achivement
Alfaz Rao,1,Yes,92,66,13,C,Below Average Achivement
Deepsikha Tiwari,1,No,53,75,37,C,Below Average Achivement
Taufiq Srivastav,1,No,89,51,88,B+,Good Pursuance
Somiya Gupta,5,No,48,35,73,C,Below Average Achivement
Ripan Rajput,10,Yes,27,88,84,B,Average Performance
Mahipat Yadav,1,Yes,87,37,60,B,Average Performance
Umar Vishwakarma,6,No,69,66,11,D,Poor Pursuance
Suhail Sonkar,5,No,38,83,86,B,Average Performance
Basavanna Tiwari,9,Yes,69,94,21,B,Average Performance
Pitambar Rai,8,Yes,70,79,74,B+,Good Pursuance
Tabassum Thakur,8,No,13,44,39,F,Failed
Ayushman Gupta,10,Yes,75,13,72,C,Below Average Achivement
Yugal Tiwari,6,Yes,58,46,31,D,Poor Pursuance
गौतम Vishwakarma,6,No,87,83,93,A,Very Good Achivement
Jafir Srivastav,1,Yes,91,68,97,A,Very Good Achivement
Fantush Seth,4,Yes,31,78,18,D,Poor Pursuance
Charu Rai,8,Yes,92,63,16,C,Below Average Achivement
Nisar Tiwari,8,No,43,24,85,D,Poor Pursuance
Babalu Singh,8,Yes,18,36,23,F,Failed
Pema Rao,5,Yes,100,30,39,C,Below Average Achivement
Pradesh Pandey,5,No,91,14,68,C,Below Average Achivement
Fayyaz Thakur,9,No,67,44,98,B,Average Performance
Pardhan Pandit,9,No,61,92,92,A,Very Good Achivement
Neerj Rai,7,No,98,47,78,B+,Good Pursuance
Kunja Divedi,10,Yes,71,87,91,A,Very Good Achivement
Marees Mishra,9,Yes,54,74,97,B+,Good Pursuance
Ajmeri Divedi,10,Yes,73,98,79,A,Very Good Achivement
Sailu Pandit,1,Yes,58,64,19,D,Poor Pursuance
Ravinder Seth,3,Yes,47,26,89,C,Below Average Achivement
Kuvar Sonkar,8,No,31,29,75,D,Poor Pursuance
Munaa Rai,4,Yes,93,22,18,D,Poor Pursuance
Suryakant Vishwakarma,8,No,29,91,38,C,Below Average Achivement
Ramparkash Divedi,8,No,46,98,25,C,Below Average Achivement
Bikesh Yadav,7,Yes,49,10,71,D,Poor Pursuance
Saibaba Pandit,7,Yes,36,28,77,D,Poor Pursuance
Bablukumar Tiwari,8,No,41,32,24,F,Failed
Manoj Seth,10,No,18,62,12,F,Failed
Seju Maurrya,9,No,14,52,34,D,Poor Pursuance
Rajeev Singh Seth,4,No,91,99,55,A,Very Good Achivement
देवीलाल Mishra,5,Yes,11,91,33,D,Poor Pursuance
गुलाब Devi,1,No,64,31,79,C,Below Average Achivement
Chenaram Rai,2,No,33,26,45,D,Poor Pursuance
Aben Rai,10,No,10,97,24,D,Poor Pursuance
Jabir Pandit,7,No,99,67,36,B,Average Performance
Debraj Yadav,5,No,95,17,75,B,Average Performance
Kavy Rajput,2,No,17,93,22,D,Poor Pursuance
Gondaliya Mishra,6,Yes,67,42,35,D,Poor Pursuance
Manmohan Gupta,2,Yes,76,73,98,A,Very Good Achivement
Yuva Rai,3,Yes,37,76,11,D,Poor Pursuance
Sumukhi Maurya,5,No,67,74,22,C,Below Average Achivement
Rizwaan Srivastav,4,Yes,11,58,25,F,Failed
Salvi Sonkar,6,No,92,37,36,C,Below Average Achivement
Rasna Singh,7,No,28,44,97,C,Below Average Achivement
Narsingh Kumar,10,Yes,96,55,35,B,Average Performance
Tejash Singh,6,No,22,70,78,C,Below Average Achivement
Bulbul Seth,2,Yes,91,59,26,C,Below Average Achivement
Sachin Kumar Singh,4,Yes,87,87,92,A,Very Good Achivement
Chaaya Yadav,6,Yes,79,79,98,A,Very Good Achivement
Kalappa Yadav,6,Yes,17,84,80,C,Below Average Achivement
Sunny Raj Yadav,5,No,99,73,99,A,Very Good Achivement
Saurabh Singh Tiwari,7,No,89,23,100,B,Average Performance
Zakir Hussain Rajput,4,No,71,53,26,D,Poor Pursuance
Loving Divedi,5,No,17,60,91,C,Below Average Achivement
Nihar Ranjan Kumar,3,No,71,23,16,D,Poor Pursuance
Aaqib Pandey,8,Yes,85,12,76,C,Below Average Achivement
மணி Rao,9,No,80,88,31,B,Average Performance
Rajbhadur Pandey,7,Yes,38,71,57,C,Below Average Achivement
Nidhu Singh,2,Yes,43,61,95,B,Average Performance
Valmiki Pandey,6,Yes,31,56,91,C,Below Average Achivement
Kant Yadav,7,No,37,94,47,C,Below Average Achivement
Gouse Singh,5,Yes,93,66,34,B,Average Performance
Sukhdev Singh Seth,9,No,14,71,25,D,Poor Pursuance
Tejan Pandey,7,No,67,18,28,D,Poor Pursuance
Taksh Seth,6,Yes,50,67,90,B,Average Performance
Lalsingh Maurya,1,Yes,70,89,51,B,Average Performance
Ismile Rajput,9,No,99,79,22,B,Average Performance
Dharti Maurrya,8,No,100,28,29,C,Below Average Achivement
Madhan Rajput,4,No,74,14,92,C,Below Average Achivement
Dhyey Pandey,9,Yes,56,49,21,D,Poor Pursuance
Deepmala Pandit,10,Yes,10,65,26,D,Poor Pursuance
Pandav Seth,3,Yes,17,61,42,D,Poor Pursuance
Rajnath Pratap,3,No,38,77,23,D,Poor Pursuance
Rutuja Srivastav,4,Yes,22,82,16,D,Poor Pursuance
Raghuvir Gupta,8,No,98,45,34,C,Below Average Achivement
Chandrachur Vishwakarma,3,No,74,31,54,C,Below Average Achivement
Afshana Rao,10,No,93,26,35,C,Below Average Achivement
Stoner Tiwari,4,No,31,22,11,F,Failed
Rammohan Thakur,9,No,43,96,50,B,Average Performance
Diviya Sonkar,2,Yes,71,39,93,B,Average Performance
Sarbani Srivastav,2,Yes,65,67,33,C,Below Average Achivement
Tilakram Mishra,5,No,17,33,90,D,Poor Pursuance
Madri Srivastav,7,No,28,80,24,D,Poor Pursuance
Anuska Srivastav,5,No,88,29,20,D,Poor Pursuance
Sarun Rai,2,Yes,26,49,41,D,Poor Pursuance
Ashwath Vishwakarma,5,Yes,87,85,72,A,Very Good Achivement
Raees Rao,7,Yes,93,82,15,B,Average Performance
Jitendra Yadav Vishwakarma,3,Yes,69,10,53,D,Poor Pursuance
Aravinda Yadav,1,Yes,52,85,89,B+,Good Pursuance
Joydeep Thakur,5,Yes,99,47,44,B,Average Performance
Poonam Pandit,7,Yes,48,86,29,C,Below Average Achivement
Ragul Mishra,3,No,17,54,41,D,Poor Pursuance
अवधेश Singh,2,Yes,25,69,18,D,Poor Pursuance
Aasu Divedi,9,No,84,15,49,D,Poor Pursuance
Pratishtha Divedi,2,Yes,29,55,58,D,Poor Pursuance
Ashwani Kumar Seth,9,Yes,45,55,17,D,Poor Pursuance
Hena Divedi,4,No,98,98,84,A+,Excellent Performance
Gitarani Rai,1,No,65,73,81,B+,Good Pursuance
Cʜocoɭʌtƴ Mishra,1,Yes,83,17,100,B,Average Performance
Surekha Gupta,7,Yes,21,75,88,B,Average Performance
Nimi Kumar,9,Yes,22,34,56,D,Poor Pursuance
Sourabh Mishra,2,No,21,58,95,C,Below Average Achivement
Aun Thakur,1,No,43,92,24,C,Below Average Achivement
Gangaram Yadav,5,No,73,22,85,C,Below Average Achivement
Moushumi Rajput,2,Yes,24,71,94,B,Average Performance
Chitralekha Seth,2,No,34,19,96,D,Poor Pursuance
Dhiraj Thakur,4,No,73,68,61,B,Average Performance
Arij Seth,5,Yes,46,86,98,B+,Good Pursuance
Haseeb Srivastav,6,No,22,23,31,F,Failed
Paranthaman Singh,5,Yes,25,88,66,C,Below Average Achivement
Parsant Maurya,1,No,92,98,45,B+,Good Pursuance
Krishna Murthy Yadav,10,Yes,77,11,87,C,Below Average Achivement
Charumati Thakur,5,Yes,43,13,55,D,Poor Pursuance
Anant Seth,6,No,22,69,89,C,Below Average Achivement
દિનેશ Gupta,4,Yes,20,92,53,C,Below Average Achivement
Kantu Yadav,1,No,16,90,73,C,Below Average Achivement
Ramanath Yadav,5,No,100,60,68,B+,Good Pursuance
Bindaas Rai,8,No,83,91,59,B+,Good Pursuance
Rajvir Vishwakarma,7,Yes,14,60,47,D,Poor Pursuance
Rajbahadur Kumar,4,Yes,32,40,85,C,Below Average Achivement
Jamsed Rao,6,Yes,49,16,65,D,Poor Pursuance
Dhanish Singh,10,Yes,25,87,14,D,Poor Pursuance
Vidhur Rajput,3,No,20,11,26,F,Failed
Tanzeem Maurrya,2,No,19,68,38,D,Poor Pursuance
Hirendra Vishwakarma,4,No,73,22,85,C,Below Average Achivement
Manimala Seth,4,No,55,85,88,B+,Good Pursuance
Mariappan Tiwari,9,Yes,90,83,56,B+,Good Pursuance
रेखा Mishra,2,No,46,92,19,C,Below Average Achivement
Balagopal Srivastav,5,Yes,54,58,47,C,Below Average Achivement
Zankhana Rai,1,Yes,24,12,58,F,Failed
Kapil Kumar Kumari,3,No,94,92,23,B,Average Performance
Priyanga Rai,7,Yes,21,36,27,F,Failed
Mistry Srivastav,7,No,46,54,84,B,Average Performance
Brijesh Rao,4,No,45,63,18,D,Poor Pursuance
Saranya Kumar,4,Yes,26,18,75,D,Poor Pursuance
Shreyansh Vishwakarma,5,No,12,16,50,F,Failed
Hasinur Kumari,3,Yes,64,61,86,B,Average Performance
Jothimani Devi,2,Yes,73,88,36,B,Average Performance
Namratha Rajput,1,Yes,11,31,74,D,Poor Pursuance
Nashir Seth,8,Yes,94,94,46,B+,Good Pursuance
Shezad Singh,3,No,10,49,32,F,Failed
Virpal Seth,3,Yes,32,79,36,D,Poor Pursuance
Gajendar Divedi,9,No,19,30,88,D,Poor Pursuance
Vidyanand Seth,9,No,37,48,25,D,Poor Pursuance
Abulkalam Pandit,9,No,36,38,94,C,Below Average Achivement
Pradesh Maurrya,3,No,65,35,22,D,Poor Pursuance
Soubhagya Vishwakarma,10,Yes,30,25,89,D,Poor Pursuance
Sukhadev Rai,8,No,90,37,87,B+,Good Pursuance
Ajit Kumar Rao,10,No,80,49,32,C,Below Average Achivement
Mukhtar Mishra,8,Yes,22,81,60,C,Below Average Achivement
Afaq Singh,6,No,82,32,73,B,Average Performance
Taruna Sonkar,3,Yes,26,40,87,C,Below Average Achivement
ಮಂಜು Tiwari,8,Yes,97,17,61,C,Below Average Achivement
Shivpal Divedi,5,No,39,22,56,D,Poor Pursuance
Nitishkumar Srivastav,9,Yes,99,24,92,B+,Good Pursuance
प्रेम Srivastav,7,No,98,73,99,A,Very Good Achivement
Syamu Tiwari,4,Yes,55,18,32,D,Poor Pursuance
Sanmugam Vishwakarma,6,No,60,57,41,C,Below Average Achivement
Hansini Pandey,2,No,23,64,70,C,Below Average Achivement
Sumer Singh,8,Yes,17,92,93,B,Average Performance
Senthi Seth,8,No,76,68,92,B+,Good Pursuance
Satyananda Pratap,10,Yes,61,14,51,D,Poor Pursuance
Leeza Rai,4,No,58,91,29,C,Below Average Achivement
Soljar Divedi,5,No,23,95,79,B,Average Performance
Deepsingh Kumar,3,No,65,16,57,D,Poor Pursuance
Venket Divedi,10,Yes,62,40,65,C,Below Average Achivement
Somen Maurya,9,No,16,84,96,B,Average Performance
Pitabas Yadav,2,No,84,90,13,B,Average Performance
Bhupendra Singh Pandey,1,No,78,38,13,D,Poor Pursuance
Krishnpal Thakur,6,Yes,27,25,93,D,Poor Pursuance
Atma Divedi,2,Yes,80,63,27,C,Below Average Achivement
Jadu Singh,3,No,77,23,51,D,Poor Pursuance
Murari Vishwakarma,3,Yes,21,15,67,D,Poor Pursuance
Dharmendar Kumar Pandit,2,Yes,73,88,54,B+,Good Pursuance
Adrija Seth,6,No,59,54,80,B,Average Performance
Muddassir Yadav,1,Yes,60,57,35,D,Poor Pursuance
Prince Singh,3,No,86,76,74,B+,Good Pursuance
Ramireddy Vishwakarma,5,Yes,56,31,95,C,Below Average Achivement
Godu Singh,7,Yes,79,19,30,D,Poor Pursuance
Vikul Yadav,4,Yes,21,13,36,F,Failed
Sukamal Yadav,2,Yes,66,98,13,C,Below Average Achivement
Veer Vishwakarma,1,No,30,62,100,B,Average Performance
Dheraj Sonkar,10,No,70,88,15,C,Below Average Achivement
Birbal Devi,8,Yes,11,97,44,D,Poor Pursuance
Nagendrababu Rajput,4,No,27,21,23,F,Failed
Anji Maurrya,8,No,62,80,76,B+,Good Pursuance
Dayaal Thakur,7,No,80,65,53,B,Average Performance
Loke Vishwakarma,5,Yes,91,67,60,B+,Good Pursuance
Marak Mishra,4,Yes,94,91,14,B,Average Performance
Qadri Thakur,1,No,43,58,83,B,Average Performance
Jayan Mishra,4,No,58,88,76,B+,Good Pursuance
Manasi Rajput,8,No,32,97,44,C,Below Average Achivement
Abhiraam Divedi,6,Yes,45,93,89,B+,Good Pursuance
Jay Shankar Divedi,1,No,11,60,96,C,Below Average Achivement
Dev Raj Rai,7,Yes,15,20,36,F,Failed
Rajeesh Seth,9,No,91,57,59,B,Average Performance
Krn Pandey,5,No,34,90,93,B+,Good Pursuance
Md Mustak Devi,1,Yes,86,90,50,B+,Good Pursuance
Sakim Kumari,10,No,13,24,34,F,Failed
Pon Rao,5,Yes,69,38,91,B,Average Performance
Parmeshwar Rao,4,No,63,44,58,C,Below Average Achivement
Naimish Devi,1,No,72,43,76,B,Average Performance
Fantastic Sonkar,5,Yes,24,100,61,B,Average Performance
Brihaspati Seth,4,No,36,60,26,D,Poor Pursuance
Kunaal Rai,6,Yes,86,30,26,D,Poor Pursuance
Biji Vishwakarma,4,Yes,59,44,47,D,Poor Pursuance
Sreenath Kumari,10,Yes,31,10,12,F,Failed
Laljibhai Seth,4,No,81,41,76,B,Average Performance
Abdul Samad Tiwari,10,Yes,13,12,27,F,Failed
Rajkishore Rai,4,Yes,70,65,78,B+,Good Pursuance
Virupaksha Tiwari,9,No,28,35,16,F,Failed
Naimuddin Gupta,3,No,37,39,58,D,Poor Pursuance
Piar Maurya,1,No,70,86,98,A,Very Good Achivement
Abdus Kumar,4,No,95,70,57,B+,Good Pursuance
Kulbhushan Singh,7,No,45,28,18,F,Failed
Lingaraju Kumari,6,Yes,64,60,11,D,Poor Pursuance
Surya Kant Mishra,10,No,15,78,44,D,Poor Pursuance
Sreedevi Tiwari,8,No,74,14,52,D,Poor Pursuance
Sameeksha Gupta,8,No,41,91,65,B,Average Performance
Yogish Pandey,8,Yes,88,32,37,C,Below Average Achivement
Sontosh Gupta,10,No,90,30,26,D,Poor Pursuance
Sri Ram Mishra,2,Yes,88,87,42,B+,Good Pursuance
Amisha Vishwakarma,1,Yes,24,95,44,C,Below Average Achivement
Shyama Rao,6,No,73,24,92,B,Average Performance
Pushpanjali Gupta,10,No,49,29,20,F,Failed
Balram Kumar Kumari,3,Yes,75,54,95,B+,Good Pursuance
Bhopal Pandey,10,Yes,89,56,31,C,Below Average Achivement
Razzak Rajput,3,No,41,57,32,D,Poor Pursuance
सदिप Rajput,3,Yes,24,24,27,F,Failed
Nathiya Kumari,7,Yes,26,62,40,D,Poor Pursuance
Amaranaath Maurya,1,Yes,97,34,71,B,Average Performance
Jayshree Pandey,5,Yes,90,55,36,C,Below Average Achivement
Aslam Pandit,6,No,99,76,50,B+,Good Pursuance
Narayanarao Sonkar,7,Yes,23,12,36,F,Failed
Nethra Devi,1,No,14,90,67,C,Below Average Achivement
Gudu Sonkar,10,Yes,88,23,41,D,Poor Pursuance
Gyansingh Divedi,9,Yes,97,20,15,D,Poor Pursuance
Khokan Tiwari,1,No,87,98,33,B+,Good Pursuance
Soren Rai,6,Yes,29,26,49,D,Poor Pursuance
Guriya Tiwari,2,Yes,38,89,40,C,Below Average Achivement
Hmingi Rajput,7,No,51,75,32,C,Below Average Achivement
Rosidul Singh,1,No,34,72,73,C,Below Average Achivement
Sharat Maurya,2,Yes,89,93,16,B,Average Performance
Oye Tiwari,6,Yes,28,46,94,C,Below Average Achivement
Sanjoy Mishra,2,No,44,85,26,C,Below Average Achivement
Kangresh Rajput,6,Yes,77,15,86,C,Below Average Achivement
Denzil Gupta,2,Yes,57,95,22,C,Below Average Achivement
Munis Tiwari,5,No,61,80,50,B,Average Performance
Nasir Khan Seth,2,Yes,21,88,87,B,Average Performance
Pakaj Sonkar,6,Yes,76,91,62,B+,Good Pursuance
Santanu Sonkar,10,No,28,51,81,C,Below Average Achivement
Dharmveer Yadav,5,No,94,66,89,A,Very Good Achivement
Prvin Maurya,3,No,18,98,40,C,Below Average Achivement
Shantosh Mishra,3,Yes,56,15,24,F,Failed
Sunirmal Sonkar,7,No,64,54,73,B,Average Performance
Dhir Devi,4,No,91,97,65,A,Very Good Achivement
Aman Tiwari,3,No,46,70,88,B,Average Performance
Trushar Kumar,4,Yes,31,100,68,B,Average Performance
Debaraj Kumari,7,No,42,62,26,D,Poor Pursuance
G S Rai,8,No,86,48,34,C,Below Average Achivement
Kiritbhai Kumar,2,Yes,29,41,77,D,Poor Pursuance
Vipin Kumar Rajput,6,No,25,77,36,D,Poor Pursuance
Kedar Srivastav,8,No,48,11,85,D,Poor Pursuance
Karansinh Kumar,7,Yes,14,57,20,F,Failed
Tunu Seth,5,Yes,36,53,96,B,Average Performance
Md Nadeem Kumari,2,No,23,44,99,C,Below Average Achivement
Shivay Kumari,10,No,22,57,95,C,Below Average Achivement
Porishmita Gupta,5,Yes,78,55,98,B+,Good Pursuance
Suchismita Mishra,2,Yes,42,72,17,D,Poor Pursuance
Budhia Srivastav,3,No,51,32,13,F,Failed
Duryodhan Rajput,2,No,98,77,86,A,Very Good Achivement
Parvinder Rai,10,Yes,87,31,23,D,Poor Pursuance
Tulshidas Thakur,4,No,73,68,99,B+,Good Pursuance
Thamarai Vishwakarma,10,Yes,51,78,61,B,Average Performance
Biplop Rajput,7,Yes,12,18,71,D,Poor Pursuance
Tejinder Kumar,1,Yes,84,50,72,B,Average Performance
Janardhan Divedi,2,No,38,46,49,D,Poor Pursuance
गनेश Tiwari,10,Yes,40,48,46,D,Poor Pursuance
Netai Pandit,4,No,53,49,48,D,Poor Pursuance
Nibir Tiwari,9,Yes,17,11,48,F,Failed
Buddhadeb Singh,1,Yes,29,15,53,F,Failed
Sradhanjali Divedi,10,Yes,57,30,25,D,Poor Pursuance
Bhagyashree Mishra,1,No,33,21,69,D,Poor Pursuance
Brajen Kumari,9,No,61,89,94,A,Very Good Achivement
Indro Maurya,8,No,10,90,89,B,Average Performance
Promit Vishwakarma,3,Yes,84,90,28,B,Average Performance
Ekanath Srivastav,3,No,20,99,94,B+,Good Pursuance
Sunayana Thakur,5,No,54,25,52,D,Poor Pursuance
Munnalal Rao,10,Yes,96,33,61,B,Average Performance
Md Iqbal Rao,6,No,55,66,91,B,Average Performance
Sumangal Vishwakarma,5,No,83,67,73,B+,Good Pursuance
Shabuddin Tiwari,3,Yes,72,64,13,D,Poor Pursuance
Tejveer Maurrya,7,No,50,36,89,C,Below Average Achivement
Thirumala Singh,10,No,78,48,82,B,Average Performance
Chandrasen Vishwakarma,9,Yes,41,71,100,B,Average Performance
Ningaraju Tiwari,4,Yes,36,89,70,B,Average Performance
Jagadesh Rai,8,Yes,87,47,21,C,Below Average Achivement
Parminder Maurrya,1,Yes,76,33,67,C,Below Average Achivement
Rajendar Kumari,7,Yes,37,94,13,D,Poor Pursuance
Jitendera Thakur,5,No,17,69,10,F,Failed
Malviya Seth,6,Yes,92,88,10,B,Average Performance
Budh Devi,9,Yes,11,71,58,D,Poor Pursuance
विपिन Seth,1,No,68,22,72,C,Below Average Achivement
B Raju Sonkar,3,No,89,46,12,D,Poor Pursuance
Ganga Ram Divedi,2,Yes,25,19,34,F,Failed
Adyasha Rai,6,No,43,93,75,B,Average Performance
Rani Mishra,1,Yes,54,44,52,D,Poor Pursuance
Arshan Rai,5,Yes,91,50,97,B+,Good Pursuance
Narpatsingh Devi,7,No,89,92,79,A,Very Good Achivement
Sucheta Divedi,1,Yes,86,55,88,B+,Good Pursuance
Abhisar Thakur,4,Yes,45,26,79,D,Poor Pursuance
Renubala Seth,9,No,81,32,40,C,Below Average Achivement
Raghuram Rai,8,No,71,82,73,B+,Good Pursuance
Nagarajan Kumar,10,Yes,62,90,20,C,Below Average Achivement
Deepu Kumar Mishra,8,Yes,84,82,58,B+,Good Pursuance
Mayil Kumar,6,No,96,86,79,A,Very Good Achivement
Chandrakant Thakur,6,No,83,92,98,A+,Excellent Performance
Falaagam Seth,1,No,27,75,59,C,Below Average Achivement
Bisma Singh,3,No,43,10,59,D,Poor Pursuance
Manubhai Tiwari,6,Yes,91,39,66,B,Average Performance
Saleha Mishra,10,Yes,17,82,75,C,Below Average Achivement
Rajesh Singh Seth,4,No,43,20,89,D,Poor Pursuance
Ram Niwas Mishra,5,Yes,14,80,33,D,Poor Pursuance
Bariya Rajput,2,Yes,44,68,69,C,Below Average Achivement
Duati Sonkar,6,No,37,90,44,C,Below Average Achivement
Sujitkumar Thakur,6,Yes,80,73,82,B+,Good Pursuance
Trivendra Tiwari,10,No,36,65,44,D,Poor Pursuance
Jairam Sonkar,9,Yes,87,59,70,B+,Good Pursuance
Yogi Thakur,5,No,26,72,30,D,Poor Pursuance
Nrisingh Mishra,3,No,89,11,35,D,Poor Pursuance
Psy Rajput,2,No,61,88,86,B+,Good Pursuance
Shivani Kumar,5,No,36,22,22,F,Failed
Rithish Kumar,9,No,31,26,86,D,Poor Pursuance
Munesh Kumar Tiwari,2,Yes,97,29,99,B+,Good Pursuance
Prashant Rao,1,Yes,11,63,44,D,Poor Pursuance
Dharmandra Pratap,9,No,99,46,13,C,Below Average Achivement
Shardha Seth,9,Yes,11,23,80,D,Poor Pursuance
Koteswarao Divedi,1,Yes,87,57,49,B,Average Performance
Manas Kumar Rai,1,Yes,70,13,86,C,Below Average Achivement
Bharat Bhushan Tiwari,1,No,29,100,22,D,Poor Pursuance
Sobiya Thakur,6,Yes,87,67,96,A,Very Good Achivement
Sadhik Rao,5,No,87,29,63,C,Below Average Achivement
Jamaluddin Thakur,4,No,85,73,63,B+,Good Pursuance
Urshita Kumar,8,No,62,24,11,F,Failed
Nusrath Divedi,8,No,34,72,13,D,Poor Pursuance
Anshul Tiwari,10,No,45,76,47,C,Below Average Achivement
Rg Srivastav,8,No,97,96,76,A,Very Good Achivement
Sonu Singh Rai,5,No,41,49,51,D,Poor Pursuance
Sadhu Vishwakarma,4,No,52,73,32,C,Below Average Achivement
Mahendrakumar Rao,10,Yes,72,82,24,C,Below Average Achivement
Tusar Divedi,3,No,53,91,73,B+,Good Pursuance
Kalpes Vishwakarma,9,No,24,60,40,D,Poor Pursuance
Vilash Srivastav,9,Yes,29,70,81,C,Below Average Achivement
Yogeshwar Pandey,3,Yes,74,27,73,C,Below Average Achivement
Mithu Mishra,5,Yes,19,74,76,C,Below Average Achivement
Tapas Kumar Kumar,4,Yes,12,91,63,C,Below Average Achivement
Skumar Yadav,3,No,88,96,36,B+,Good Pursuance
Sasmita Devi,8,No,87,99,38,B+,Good Pursuance
Sayanti Seth,1,Yes,75,94,90,A,Very Good Achivement
Intzar Kumar,9,No,76,22,85,B,Average Performance
Dharmendar Yadav,7,No,52,100,96,A,Very Good Achivement
Pandian Rai,4,No,58,87,70,B+,Good Pursuance
Akshaya Mishra,2,Yes,15,87,15,D,Poor Pursuance
Helly Rao,2,Yes,71,89,22,C,Below Average Achivement
Sheshank Rai,3,Yes,19,85,14,D,Poor Pursuance
Izhar Vishwakarma,6,Yes,52,60,41,C,Below Average Achivement
Santhosh Kumar Yadav,10,No,85,90,63,B+,Good Pursuance
Sufia Pandit,7,No,83,92,18,B,Average Performance
Pravina Mishra,10,No,73,61,80,B+,Good Pursuance
Garud Thakur,9,No,63,11,58,D,Poor Pursuance
Parimal Divedi,9,No,43,42,16,D,Poor Pursuance
Kinkar Rai,7,No,65,45,30,D,Poor Pursuance
Sukritika Maurya,7,Yes,93,82,21,B,Average Performance
Diptanu Divedi,4,Yes,98,50,92,B+,Good Pursuance
Hajari Singh,9,Yes,30,52,65,D,Poor Pursuance
Sikander Singh,10,Yes,11,56,90,C,Below Average Achivement
Right Maurrya,10,No,42,35,92,C,Below Average Achivement
Krupesh Rajput,8,No,80,83,20,B,Average Performance
Aarzoo Rajput,1,Yes,87,45,85,B+,Good Pursuance
Jamna Seth,2,No,50,95,38,B,Average Performance
Fulchan Tiwari,7,Yes,47,29,21,F,Failed
Sowji Singh,9,No,28,74,77,C,Below Average Achivement
Kashiram Kumar,9,No,76,57,33,C,Below Average Achivement
Jeevraj Seth,9,Yes,96,79,88,A,Very Good Achivement
Dinesh Chandra Divedi,9,No,78,53,15,D,Poor Pursuance
Saibaba Divedi,6,No,22,95,55,C,Below Average Achivement
Munna Lal Seth,9,No,41,50,77,C,Below Average Achivement
Bhavana Seth,8,Yes,16,92,78,B,Average Performance
Jadumoni Rai,1,Yes,51,82,14,D,Poor Pursuance
Ajung Rai,6,No,28,18,40,F,Failed
Ananthi Thakur,10,Yes,81,59,23,C,Below Average Achivement
Gr Kumari,8,Yes,94,96,28,B+,Good Pursuance
Apparao Divedi,9,Yes,28,38,59,D,Poor Pursuance
Dakshata Seth,9,No,64,10,17,F,Failed
Khushali Thakur,8,Yes,95,83,12,B,Average Performance
Bhagyashri Pandey,1,No,26,19,20,F,Failed
Rathore Srivastav,9,Yes,10,18,82,D,Poor Pursuance
Balindra Rai,2,No,33,93,92,B+,Good Pursuance
Lingaraj Pratap,9,Yes,25,56,40,D,Poor Pursuance
Kumarpal Pratap,2,No,44,100,40,B,Average Performance
Saakshi Sonkar,3,Yes,28,36,98,C,Below Average Achivement
